"year","war","ccodea","ccodeb","original","contig.x","rivals","allies","democ_a","pow_prev","mil_prev","pow_abs","mil_abs","relpow","rate","powershift","lndistance","contig.y","dem","s_un_glo","peaceyrs","peaceyrs2","peaceyrs3","real"
1941,1,740,560,0,0,0,0,0,0,0,0,0,0.076358251273632,3.115,0.0218456350266933,9.12325668334961,0,0,0.703703999519348,21,441,9261,-3.007971802
1941,1,355,920,0,0,0,0,0,0,0,0,0,0.532352089881897,3.115,NA,9.30437660217285,0,0,0.740741014480591,21,441,9261,-3.007971802
1941,1,365,375,0,1,0,0,0,-0.000300000014249235,0,0.000300000014249235,0,0.0159911476075649,3.115,0.0241469088941813,6.32076835632324,1,0,0.721212029457092,0,0,0,-3.007971802
1941,1,355,350,0,1,1,1,0,-0.00482999999076128,-0.00530300009995699,0.00482999999076128,0.00530300009995699,0.440780997276306,3.115,NA,5.7868971824646,1,0,0.691357970237732,0,0,0,-3.007971802
1941,1,2,310,0,0,0,0,1,0,0,0,0,0.0222372636198997,3.115,-0.00640273559838533,8.42551612854004,0,0,0.469135999679565,23,529,12167,-3.007971802
1941,1,310,365,0,0,0,0,0,0.00127000000793487,0.000709999992977828,0.00127000000793487,0.000709999992977828,0.0364391580224037,3.115,-0.0506680011749268,6.88141107559204,1,0,0.587879002094269,23,529,12167,-3.007971802
1941,1,310,345,0,1,0,0,0,-0.00123499997425824,0,0.00123499997425824,0,0.746483206748962,3.115,-0.283817678689957,5.28320360183716,1,0,0.716049015522003,2,4,8,-3.007971802
1941,1,360,365,0,1,0,0,0,0.0020000000949949,0,0.0020000000949949,0,0.0659425556659698,3.115,NA,6.8373327255249,1,0,0.612120985984802,0,0,0,-3.007971802
1941,1,200,360,0,0,0,0,1,0,-0.00324400002136827,0,0.00324400002136827,0.10615549236536,3.115,NA,7.17011976242065,0,0,0.592593014240265,0,0,0,-3.007971802
1941,1,360,345,0,1,0,1,0,0,0,0,0,0.740570187568665,3.115,NA,5.62762117385864,1,0,0.740741014480591,18,324,5832,-3.007971802
1941,1,20,355,0,0,0,0,1,-0.00138399994466454,-0.0111300004646182,0.00138399994466454,0.0111300004646182,0.161627173423767,3.115,NA,8.43054580688477,0,0,0.740741014480591,21,441,9261,-3.007971802
1942,0,200,101,1,0,0,0,1,0.000182999996468425,-0.000479799986351281,0.000182999996468425,0.000479799986351281,0.0118769844993949,3.0225,-5.6473829317838e-05,8.44762897491455,0,0,0.474359005689621,38,1444,54872,-3.286620574
1942,0,325,91,1,0,0,0,0,-0.000109100001282059,-0.000371700007235631,0.000109100001282059,0.000371700007235631,0.00569582358002663,3.0225,-0.000208162193302996,8.70979499816895,0,0,0.628205001354218,0,0,0,-3.286620574
1942,0,94,365,1,0,0,0,1,2.37999993260019e-05,2.78999996226048e-05,2.37999993260019e-05,2.78999996226048e-05,0.000633279618341476,3.0225,-3.58223915100098e-05,8.82702827453613,0,0,0.484277009963989,22,484,10648,-3.286620574
1943,0,365,920,1,0,0,1,0,0,0.00071699998807162,0,0.00071699998807162,0.00731949834153056,3.0975,0.0018391702324152,9.23921966552734,0,0,0.730768978595734,3,9,27,-3.213515325
1944,1,220,310,0,0,0,0,0,0.00687000015750527,0.00651000021025538,0.00687000015750527,0.00651000021025538,0.128523841500282,3.135,NA,6.65544033050537,0,NA,0.90643298625946,0,0,0,-3.200261596
1944,0,200,20,1,0,0,1,1,0,0.00579999992623925,0,0.00579999992623925,0.147278264164925,3.135,-0.0204221606254578,8.11222839355469,0,1,0.754386007785797,24,576,13824,-3.200261596
1944,1,310,360,0,1,0,0,0,-0.00577099993824959,-0.0232100002467632,0.00577099993824959,0.0232100002467632,0.583069503307343,3.135,NA,5.98645210266113,1,NA,0.90643298625946,2,4,8,-3.200261596
1944,1,140,255,0,0,0,0,0,0.00509000010788441,0.0189999993890524,0.00509000010788441,0.0189999993890524,0.10501667112112,3.135,-0.00271141529083252,8.69366455078125,0,0,0.672514975070953,0,0,0,-3.200261596
1944,1,140,740,0,0,0,0,0,0.00443999981507659,0.00946999993175268,0.00443999981507659,0.00946999993175268,0.214132681488991,3.135,-0.00583440065383911,9.30501365661621,0,0,0.660818994045258,84,7056,592704,-3.200261596
1945,1,740,712,0,0,0,0,0,0,0,0,0,0.00377255468629301,2.8925,NA,7.53529691696167,0,NA,0.895833015441895,5,25,125,-3.198352
1945,1,365,740,0,1,1,0,0,0.0053400001488626,0.0159000009298325,0.0053400001488626,0.0159000009298325,0.371854305267334,2.8925,NA,8.44548225402832,0,NA,0.677083015441895,0,0,0,-3.198352
1946,0,200,920,1,0,0,0,1,0,0.000905000022612512,0,0.000905000022612512,0.011725889518857,2.5925,0.000694094225764275,9.367600440979,0,1,0.727272987365723,26,676,17576,-3.496783476
1947,1,750,770,1,1,1,0,1,NA,NA,NA,NA,0.219480618834496,2.77,NA,6.05443954467773,1,NA,0.941175997257233,0,0,0,-3.376941665
1947,0,365,2,1,0,1,0,0,0.00880999956279993,0.0305000003427267,0.00880999956279993,0.0305000003427267,0.631219208240509,2.77,-0.0698168575763702,8.48941040039062,0,0,0.127451002597809,0,0,0,-3.376941665
1948,1,651,666,1,1,1,0,0,NA,NA,NA,NA,0.254250943660736,3.2075,NA,5.57594919204712,1,0,0.870369970798492,0,0,0,-3.236237431
1948,1,652,666,1,1,1,0,0,NA,NA,NA,NA,0.634927093982697,3.2075,NA,4.89784002304077,1,0,0.944444000720978,0,0,0,-3.236237431
1948,1,663,666,1,1,1,0,0,NA,NA,NA,NA,0.159657716751099,3.2075,NA,3.78418970108032,1,0,0.870369970798492,0,0,0,-3.236237431
1948,1,660,666,1,1,0,0,0,NA,NA,NA,NA,0.258552968502045,3.2075,NA,4.97673368453979,1,0,0.898148000240326,0,0,0,-3.236237431
1948,0,90,91,1,1,0,1,0,-0.00316699990071356,0,0.00316699990071356,0,0.329492568969727,3.2075,-0.112820029258728,5.41164588928223,1,0,1,19,361,6859,-3.236237431
1948,1,645,666,1,0,0,0,0,NA,NA,NA,NA,0.950677096843719,3.2075,NA,6.30078601837158,0,0,0.814814984798431,0,0,0,-3.236237431
1949,0,630,365,1,0,1,0,0,0,0.000391000008676201,0,0.000391000008676201,0.027845861390233,3.3,0.000110805034637451,7.33563375473022,1,0,0.644443988800049,2,4,8,-3.203256664
1949,0,630,645,1,1,0,1,0,0.00310999993234873,0,0.00310999993234873,0,0.270061492919922,3.3,-0.0280865877866745,6.06842565536499,1,0,0.911110997200012,13,169,2197,-3.203256664
1950,1,710,211,0,0,0,0,0,-0.00241099996492267,0,0.00241099996492267,0,0.0925207361578941,3.545,0.00844974257051945,8.50734519958496,0,0,0.626667022705078,5,25,125,-3.005177047
1950,1,710,210,0,0,0,0,0,0.00106000003870577,0.00243000010959804,0.00106000003870577,0.00243000010959804,0.0533268377184868,3.545,0.0153653211891651,8.48941040039062,0,0,0.626667022705078,5,25,125,-3.005177047
1950,1,840,731,0,0,0,0,0,0,0,0,0,0.780276715755463,3.545,0.0438190698623657,7.44716835021973,0,0,0.946667015552521,2,4,8,-3.005177047
1950,1,710,800,0,0,0,0,0,0,-0.00082090002251789,0,0.00082090002251789,0.0295346602797508,3.545,0.00162922218441963,7.62608289718628,0,0,0.920000016689301,63,3969,250047,-3.005177047
1950,1,710,530,0,0,0,0,0,-0.00213599996641278,-0.00637600012123585,0.00213599996641278,0.00637600012123585,0.0338417962193489,3.545,0.0368376299738884,8.55756664276123,0,0,0.920000016689301,9,81,729,-3.005177047
1950,0,200,700,1,0,0,0,1,-0.000714899972081184,-0.00381999998353422,0.000714899972081184,0.00381999998353422,0.0273067448288202,3.545,0.0310258381068707,8.17470264434814,0,0,0.546666979789734,31,961,29791,-3.005177047
1950,1,2,731,0,0,1,0,1,0,0,0,0,0.0103032477200031,3.545,-0.00609198585152626,8.83477401733398,0,0,0.119999997317791,2,4,8,-3.005177047
1950,1,640,731,0,0,0,0,1,0,0,0,0,0.258034825325012,3.545,0.120491534471512,8.45659351348877,0,0,0.89333301782608,2,4,8,-3.005177047
1950,1,710,100,0,0,0,0,0,0.000460999988717958,0,0.000460999988717958,0,0.0205142758786678,3.545,0.00413219071924686,9.13755416870117,0,0,0.386667013168335,90,8100,729000,-3.005177047
1950,1,530,731,0,0,0,0,0,0,0,0,0,0.578483641147614,3.545,0.0360007286071777,8.64979934692383,0,0,0.946667015552521,2,4,8,-3.005177047
1950,1,710,20,0,0,0,0,0,0.00361000001430511,0.0066800001077354,0.00361000001430511,0.0066800001077354,0.12864638864994,3.545,0.0141404047608376,8.77940368652344,0,0,0.626667022705078,30,900,27000,-3.005177047
1950,1,710,220,0,0,0,0,0,-0.00957600027322769,-0.0141399996355176,0.00957600027322769,0.0141399996355176,0.370259523391724,3.545,0.152963891625404,8.53875923156738,0,0,0.653333008289337,0,0,0,-3.005177047
1950,1,220,731,0,0,0,0,1,0,0,0,0,0.0846795737743378,3.545,0.0457748174667358,8.60465431213379,0,0,0.626667022705078,2,4,8,-3.005177047
1950,1,710,920,0,0,0,0,0,0.000172999993083067,0,0.000172999993083067,0,0.0091167576611042,3.545,-0.000384343788027763,8.81105613708496,0,0,0.89333301782608,30,900,27000,-3.005177047
1950,1,210,731,0,0,0,0,1,0,0,0,0,0.353241711854935,3.545,0.102522134780884,8.55679798126221,0,0,0.653333008289337,2,4,8,-3.005177047
1950,1,710,640,0,0,0,0,0,0.00135999999474734,0.00326999998651445,0.00135999999474734,0.00326999998651445,0.0702347159385681,3.545,0.0596246868371964,8.35420322418213,0,0,0.866666972637177,90,8100,729000,-3.005177047
1950,1,710,732,0,0,1,0,0,-0.00247700000181794,0.00185000000055879,0.00247700000181794,0.00185000000055879,0.0416081845760345,3.545,0.036372534930706,6.3885612487793,0,0,0.920000016689301,1,1,1,-3.005177047
1950,1,800,731,0,0,0,0,0,0,0,0,0,0.801240980625153,3.545,0.0518630743026733,7.7531943321228,0,0,0.946667015552521,2,4,8,-3.005177047
1950,1,900,731,0,0,0,0,1,0,0,0,0,0.364087611436844,3.545,0.0493690967559814,8.58541202545166,0,0,0.920000016689301,2,4,8,-3.005177047
1950,1,710,200,0,0,0,0,0,0,0.00961000006645918,0,0.00961000006645918,0.764434278011322,3.545,0.0821935534477234,8.52931976318359,0,0,0.573333024978638,22,484,10648,-3.005177047
1950,1,920,731,0,0,0,0,1,0,0,0,0,0.334100097417831,3.545,0.0169603228569031,8.75683975219727,0,0,0.920000016689301,2,4,8,-3.005177047
1950,0,663,220,1,0,0,0,0,-0.000517399981617928,-0.00205600005574524,0.000517399981617928,0.00205600005574524,0.00733368750661612,3.545,0.00647836923599243,7.64730882644653,0,0,0.608888983726501,4,16,64,-3.005177047
1950,1,200,731,0,0,0,0,1,0,0,0,0,0.0409510210156441,3.545,0.0349620133638382,8.59211540222168,0,0,0.546666979789734,2,4,8,-3.005177047
1950,1,211,731,0,0,0,0,1,0,0,0,0,0.297188490629196,3.545,0.0577973127365112,8.57470703125,0,0,0.653333008289337,2,4,8,-3.005177047
1950,1,710,840,0,0,0,0,0,0,0.00213999999687076,0,0.00213999999687076,0.0287674199789762,3.545,0.0038533341139555,7.4815559387207,0,0,0.920000016689301,4,16,64,-3.005177047
1950,1,20,731,0,0,0,0,1,0,0,0,0,0.193039432168007,3.545,-0.0507180392742157,8.77322959899902,0,0,0.653333008289337,2,4,8,-3.005177047
1950,1,710,900,0,0,0,0,0,0.00176999997347593,0.00480000022798777,0.00176999997347593,0.00480000022798777,0.0753770172595978,3.545,0.0125459283590317,8.63177108764648,0,0,0.89333301782608,30,900,27000,-3.005177047
1950,1,710,350,0,0,0,0,0,0,0,0,0,0.0315010957419872,3.545,0.0152102932333946,8.46273708343506,0,0,0.920000016689301,6,36,216,-3.005177047
1950,1,350,731,0,0,0,0,0,0,0,0,0,0.738286316394806,3.545,0.120513916015625,8.55313968658447,0,0,0.946667015552521,2,4,8,-3.005177047
1950,0,365,40,1,0,0,0,0,0,-0.000267800001893193,0,0.000267800001893193,0.0122727230191231,3.545,-7.95836094766855e-05,8.69215393066406,0,0,0.128888994455338,41,1681,68921,-3.005177047
1950,1,731,732,1,1,1,0,0,-0.0117499995976686,-0.0466299988329411,0.0117499995976686,0.0466299988329411,0.520036816596985,3.545,0.215251713991165,4.79579067230225,1,0,0.946667015552521,0,0,0,-3.005177047
1951,1,100,731,0,0,0,0,0,-0.0442700013518333,0,0.0442700013518333,0,0.831322431564331,3.7475,0.0338689088821411,9.12434673309326,0,0,0.421052992343903,3,9,27,-2.262222864
1951,0,92,710,1,0,0,0,0,-2.12899994949112e-05,7.40000032237731e-05,2.12899994949112e-05,7.40000032237731e-05,0.00223262165673077,3.7475,0.000216662883758545,9.03491497039795,0,0,0.421052992343903,76,5776,438976,-2.262222864
1952,0,160,145,1,1,0,1,0,-0.00501600001007318,-0.0144800003618002,0.00501600001007318,0.0144800003618002,0.104708172380924,4.235,-0.0175871439278126,7.23128700256348,1,0,1,23,529,12167,-1.340462459
1953,0,135,200,1,0,0,0,0,-0.000532999983988702,0,0.000532999983988702,0,0.0214604455977678,4.0825,0.00118917226791382,8.75242328643799,0,0,0.063290998339653,114,12996,1481544,-1.46935445
1954,0,210,200,1,0,0,1,1,-0.00321400002576411,-0.00690999999642372,0.00321400002576411,0.00690999999642372,0.0815837830305099,3.7575,0.00122356414794922,5.40717172622681,0,1,0.861788988113403,9,81,729,-1.40865283
1955,0,101,140,1,1,0,1,0,-0.00109799997881055,0,0.00109799997881055,0,0.121089346706867,4.175,0.00697886943817139,7.71199655532837,1,0,1,114,12996,1481544,-0.07967638
1956,1,200,651,0,0,0,0,1,0.00289999996311963,0.00356000009924173,0.00289999996311963,0.00356000009924173,0.068849965929985,4.74,0.0406024158000946,7.68845558166504,0,0,0.432949990034103,3,9,27,1.297771814
1956,0,94,220,1,0,0,0,1,0,0,0,0,0.00312488432973623,4.74,5.17368316650391e-05,8.6208324432373,0,1,0.180077001452446,12,144,1728,1.297771814
1956,0,700,2,1,0,0,0,0,0.000436000002082437,0.00472000008448958,0.000436000002082437,0.00472000008448958,0.00739329122006893,4.74,-0.000603973865509033,8.84347057342529,0,0,0.0191569998860359,37,1369,50653,1.297771814
1956,1,220,651,0,0,0,0,1,0,0.00408999994397163,0,0.00408999994397163,0.180926904082298,4.74,0.0318640768527985,7.59990215301514,0,0,0.41762501001358,12,144,1728,1.297771814
1956,1,666,651,1,1,1,0,1,0.00206999992951751,0.0198999997228384,0.00206999992951751,0.0198999997228384,0.233090505003929,4.74,0.0869084596633911,5.57594919204712,1,0,0.777778029441833,0,0,0,1.297771814
1956,1,365,310,1,1,0,1,0,0,0,0,0,0.0299219768494368,4.74,NA,6.88141107559204,1,NA,0.938696980476379,10,100,1000,1.297771814
1957,0,710,140,1,0,0,0,0,0.000986999948509037,0,0.000986999948509037,0,0.107509419322014,5.005,0.00399146601557732,9.26188850402832,0,0,0.50561797618866,97,9409,912673,1.828764595
1958,0,90,220,1,0,0,0,0,0.000499000016134232,0,0.000499000016134232,0,0.0192478913813829,4.9825,0.00133812427520752,8.62927150726318,0,0,0.207406997680664,14,196,2744,2.334672089
1958,0,710,94,1,0,0,0,0,3.870000000461e-06,0,3.870000000461e-06,0,0.000797278888057917,4.9825,0.00191220990382135,9.07783699035645,0,0,0.51111102104187,38,1444,54872,2.334672089
1959,0,365,380,1,0,0,0,0,-0.00127500004600734,-0.00164200004655868,0.00127500004600734,0.00164200004655868,0.0364430211484432,4.825,0.000584137625992298,6.63856792449951,0,0,0.737828016281128,3,9,27,2.286693443
1960,0,365,395,1,0,0,0,0,-3.32200011143868e-06,NA,3.32200011143868e-06,NA,0.000243652088101953,5.4575,NA,7.62948989868164,0,NA,0.520249009132385,10,100,1000,3.13244775
1960,0,365,220,1,0,0,0,0,0.00202000001445413,0.0036599999293685,0.00202000001445413,0.0036599999293685,0.183508306741714,5.4575,0.0318866968154907,7.3440728187561,0,0,0.414330005645752,0,0,0,3.13244775
1960,0,325,2,1,0,0,1,1,0,0,0,0,0.0689423605799675,5.4575,-0.0208675861358643,8.40893936157227,0,1,0.507788002490997,16,256,4096,3.13244775
1960,0,200,616,1,0,0,0,1,0.000967999978456646,0.002779999980703,0.000967999978456646,0.002779999980703,0.0116679277271032,5.4575,0.00359595660120249,7.03438806533813,0,0,0.507788002490997,4,16,64,3.13244775
1961,0,135,130,1,1,0,1,0,0,0.0157999992370605,0,0.0157999992370605,0.391869813203812,6.27,-0.0141620635986328,6.71417045593262,1,0,1,5,25,125,3.614445501
1961,1,710,750,1,1,1,0,0,-0.00441600009799004,0.00184000004082918,0.00441600009799004,0.00184000004082918,0.422078758478165,6.27,-0.00995767116546631,7.76259613037109,1,0,0.909910023212433,0,0,0,3.614445501
1961,0,230,365,1,0,0,0,0,0.00249999994412065,0.00181000004522502,0.00249999994412065,0.00181000004522502,0.0787568092346191,6.27,0.00122624635696411,7.66856098175049,0,0,0.759760022163391,16,256,4096,3.614445501
1962,0,205,2,1,0,0,0,1,0,0,0,0,0.00313175725750625,5.98,-0.00022202730178833,8.1268138885498,0,1,0.276353001594543,40,1600,64000,3.087872708
1963,0,2,290,1,0,0,0,1,0,-0.00607600016519427,0,0.00607600016519427,0.0637068226933479,5.5875,0.00880858302116394,8.40335273742676,0,0,0.187674999237061,1,1,1,2.173962599
1963,0,225,220,1,1,0,0,1,0.00343999988399446,0.00946000032126904,0.00343999988399446,0.00946000032126904,0.0741201862692833,5.5875,0.00762754678726196,5.61312818527222,1,0,0.635854005813599,19,361,6859,2.173962599
1964,1,2,816,1,0,0,0,1,0.000936000025831163,0.00176000001374632,0.000936000025831163,0.00176000001374632,0.0150877041742206,6.06,0.0022826474159956,9.02376937866211,0,0,0.322403997182846,0,0,0,2.383340504
1964,0,2,145,1,0,0,1,1,3.84999984817114e-05,3.7599998904625e-05,3.84999984817114e-05,3.7599998904625e-05,0.00207086000591516,6.06,0.000409671803936362,8.26230049133301,0,0,0.666666984558105,116,13456,1560896,2.383340504
1964,0,220,713,1,0,0,0,0,0,0,0,0,0.229486599564552,6.06,-0.0168139934539795,8.72712993621826,0,0,0.661202013492584,15,225,3375,2.383340504
1964,1,816,817,0,1,0,0,0,-0.00456999987363815,-0.0106800002977252,0.00456999987363815,0.0106800002977252,0.884416460990906,6.06,-0.00695395469665527,6.56807804107666,1,0,0.967212975025177,3,9,27,2.383340504
1964,1,900,816,0,0,0,0,1,0.00867999996989965,0.0167999994009733,0.00867999996989965,0.0167999994009733,0.489195972681046,6.06,-0.0151021480560303,8.48094367980957,0,0,0.907104015350342,1,1,1,2.383340504
1964,0,160,150,1,1,0,1,0,0.000334999989718199,0.00132000003941357,0.000334999989718199,0.00132000003941357,0.0414032749831676,6.06,-0.0956267043948174,6.47234630584717,1,0,1,1,1,1,2.383340504
1965,1,750,770,1,1,1,0,1,-0.000181600000360049,-0.0105499997735023,0.000181600000360049,0.0105499997735023,0.22145688533783,6.4325,0.0124190896749496,6.05443954467773,1,0,0.920000016689301,0,0,0,2.894621296
1965,1,732,816,0,0,0,0,0,0.00566999986767769,0.0119000002741814,0.00566999986767769,0.0119000002741814,0.377375870943069,6.4325,0.0899762511253357,7.44132041931152,0,0,0.962666988372803,11,121,1331,2.894621296
1965,0,91,220,1,0,0,0,0,-0.000173199994605966,0,0.000173199994605966,0,0.00590516673400998,6.4325,0.00140863656997681,8.60758209228516,0,0,0.381332993507385,21,441,9261,2.894621296
1965,0,200,42,1,0,0,0,1,0.000549999997019768,0.000918000005185604,0.000549999997019768,0.000918000005185604,0.00962516386061907,6.4325,-0.00987917557358742,8.38160228729248,0,0,0.407999992370605,41,1681,68921,2.894621296
1966,1,840,816,0,0,0,0,0,0.00686000008136034,0.00637000007554889,0.00686000008136034,0.00637000007554889,0.89293360710144,6.8175,0.0360234379768372,6.99576616287231,0,0,0.922481000423431,12,144,1728,2.655886442
1967,0,645,365,1,0,0,0,0,-0.000348100002156571,-0.000509299978148192,0.000348100002156571,0.000509299978148192,0.010064878500998,6.73,0.000105500221252441,7.36770868301392,0,0,0.620513021945953,35,1225,42875,1.762087864
1967,0,651,220,1,0,0,0,0,-0.00356999994255602,-0.00665100011974573,0.00356999994255602,0.00665100011974573,0.188710123300552,6.73,0.0493854284286499,7.59990215301514,0,0,0.482051014900208,10,100,1000,1.762087864
1967,0,365,770,1,0,0,0,0,0,0,0,0,0.06229018419981,6.73,-0.0036316029727459,7.73017501831055,0,0,0.758974015712738,6,36,216,1.762087864
1967,0,365,600,1,0,0,0,0,0.000276000006124377,0.000354999996488914,0.000276000006124377,0.000354999996488914,0.0106585500761867,6.73,0.00478224223479629,7.85515689849854,0,0,0.620513021945953,11,121,1331,1.762087864
1967,1,666,652,1,1,1,0,1,0.0042200000025332,0.0120000001043081,0.0042200000025332,0.0120000001043081,0.87830913066864,6.73,0.104232102632523,4.89784002304077,1,0,0.784614980220795,0,0,0,1.762087864
1967,1,800,816,0,0,1,0,0,0.00498999981209636,0,0.00498999981209636,0,0.892341911792755,6.73,0.015349805355072,6.41999483108521,0,0,0.933332979679108,0,0,0,1.762087864
1967,1,651,666,1,1,1,0,0,-0.00139700004365295,-0.0130000002682209,0.00139700004365295,0.0130000002682209,0.22043476998806,6.73,0.0741268694400787,5.57594919204712,1,0,0.784614980220795,0,0,0,1.762087864
1967,1,666,651,0,1,1,0,1,0.00139999995008111,0.0130000002682209,0.00139999995008111,0.0130000002682209,0.22043476998806,6.73,0.0120355486869812,5.57594919204712,1,0,0.784614980220795,0,0,0,1.762087864
1967,1,666,663,0,1,1,0,1,0.00899000000208616,0.0104000000283122,0.00899000000208616,0.0104000000283122,0.360770642757416,6.73,0.120488852262497,3.78418970108032,1,0,0.784614980220795,0,0,0,1.762087864
1968,0,660,2,1,0,0,0,0,-5.76599995838478e-05,-5.05499992868863e-05,5.76599995838478e-05,5.05499992868863e-05,0.00182964652776718,7.46,-0.000145494937896729,8.66871166229248,0,0,0.167919993400574,22,484,10648,1.706260283
1968,0,365,145,1,0,0,0,0,2.7300000510877e-05,5.90000017837156e-05,2.7300000510877e-05,5.90000017837156e-05,0.00309661123901606,7.46,0.000274364021606743,8.95866870880127,0,0,0.493734002113342,120,14400,1728000,1.706260283
1968,0,2,750,1,0,0,0,1,0.00344999996013939,0.00294000003486872,0.00344999996013939,0.00294000003486872,0.201862499117851,7.46,0.000254139304161072,8.92159080505371,0,1,0.348370999097824,21,441,9261,1.706260283
1969,0,365,390,1,0,0,0,0,6.26999972155318e-05,0.000288000010186806,6.26999972155318e-05,0.000288000010186806,0.0114101897925138,8.94,-0.000236359890550375,6.87729597091675,0,0,0.61403501033783,9,81,729,2.028417546
1969,0,710,663,1,0,0,0,0,0.000199000001884997,0.000320999999530613,0.000199000001884997,0.000320999999530613,0.00444848323240876,8.94,-0.00120784807950258,8.38594532012939,0,0,0.754386007785797,23,529,12167,2.028417546
1969,0,160,140,1,1,0,1,0,0.0040799998678267,0,0.0040799998678267,0,0.53715193271637,8.94,0.0354108810424805,7.28756046295166,1,0,1,93,8649,804357,2.028417546
1969,1,92,91,1,1,0,1,0,0.00608000019565225,0,0.00608000019565225,0,0.66401207447052,8.94,0.365318238735199,4.91265487670898,1,0,1,48,2304,110592,2.028417546
1969,0,2,713,1,0,0,1,1,0.00068900000769645,0.000433999986853451,0.00068900000769645,0.000433999986853451,0.0285834707319736,8.94,0.000714737921953201,8.97903823852539,0,0,0.378446012735367,18,324,5832,2.028417546
1969,0,90,710,1,0,0,0,0,3.76999996660743e-05,0.000111000001197681,3.76999996660743e-05,0.000111000001197681,0.00444897077977657,8.94,-0.000445008277893066,9.02364921569824,0,0,0.604009985923767,101,10201,1030301,2.028417546
1969,0,710,40,1,0,0,0,0,0.00056600000243634,0.00190999999176711,0.00056600000243634,0.00190999999176711,0.0175372958183289,8.94,0.00991588085889816,8.97664165496826,0,0,0.934836983680725,60,3600,216000,2.028417546
1970,0,220,775,1,0,0,0,1,0.00252000009641051,0.00621999986469746,0.00252000009641051,0.00621999986469746,0.0853672549128532,9.2325,0.00952060520648956,8.61721992492676,0,0,0.676617026329041,22,484,10648,0.736602561
1970,0,2,260,1,0,0,1,1,0.00158000004012138,0.00337999989278615,0.00158000004012138,0.00337999989278615,0.173546075820923,9.2325,0.00779843330383301,8.28878593444824,0,1,0.562188982963562,15,225,3375,0.736602561
1970,0,600,230,1,0,1,0,0,-0.00392699986696243,-0.0101399999111891,0.00392699986696243,0.0101399999111891,0.186967790126801,9.2325,0.0400501489639282,6.159095287323,1,0,0.756219029426575,8,64,512,0.736602561
1970,0,620,615,1,1,0,1,0,-0.00393899995833635,-0.0156399998813868,0.00393899995833635,0.0156399998813868,0.178288653492928,9.2325,-0.0781875848770142,6.45204877853394,1,0,1,8,64,512,0.736602561
1970,0,235,710,1,0,0,0,0,-0.00021490000654012,-0.000749600003473461,0.00021490000654012,0.000749600003473461,0.0194720197468996,9.2325,-0.00142365694046021,8.7013463973999,0,0,0.716418027877808,42,1764,74088,0.736602561
1970,1,816,811,0,0,0,0,0,-0.00264000007882714,0,0.00264000007882714,0,0.235274940729141,9.2325,0.0795064270496368,6.49072360992432,0,0,0.960198998451233,0,0,0,0.736602561
1970,0,390,220,1,0,0,1,1,-0.00120399997103959,-0.0022809999063611,0.00120399997103959,0.0022809999063611,0.0661850199103355,9.2325,0.0173543095588684,6.45990467071533,0,1,0.915422976016998,25,625,15625,0.736602561
1971,0,130,365,1,0,0,0,0,-4.85400014440529e-05,-2.68299991148524e-05,4.85400014440529e-05,2.68299991148524e-05,0.00435600662603974,9.0425,-3.51071357727051e-05,8.88585567474365,0,0,0.501199007034302,117,13689,1601613,-0.977625941
1971,1,750,770,1,1,1,0,1,0,-0.0076529998332262,0,0.0076529998332262,0.219674170017242,9.0425,0.0105770230293274,6.05443954467773,1,0,0.9184650182724,0,0,0,-0.977625941
