"year","war","ccodea","ccodeb","original","contig.x","rivals","allies","democ_a","pow_prev","mil_prev","pow_abs","mil_abs","relpow","rate","powershift","lndistance","contig.y","dem","s_un_glo","peaceyrs","peaceyrs2","peaceyrs3","real"
1971,0,2,652,1,0,0,0,1,0.000241000001551583,0.000326999987009913,0.000241000001551583,0.000326999987009913,0.00595360063016415,9.0425,0.00142484530806541,8.67726898193359,0,0,0.112709999084473,0,0,0,-0.977625941
1971,0,135,100,1,1,0,1,0,0,0.00546000013127923,0,0.00546000013127923,0.624975979328156,9.0425,-0.0339621603488922,7.06390380859375,1,0,1,36,1296,46656,-0.977625941
1972,0,645,710,1,0,0,0,0,-0.000397900003008544,-0.000297299993690103,0.000397900003008544,0.000297299993690103,0.0168855860829353,9.1975,-0.000644922256469727,8.27205944061279,0,0,0.709523975849152,40,1600,64000,-1.78310025
1972,0,620,220,1,0,0,0,0,-0.000877499987836927,-0.00147200003266335,0.000877499987836927,0.00147200003266335,0.0103934528306127,9.1975,0.00594842433929443,7.1228666305542,0,0,0.457143008708954,21,441,9261,-1.78310025
1973,1,663,666,0,1,1,0,0,0,0,0,0,0.414973646402359,10.9075,0.0133752226829529,3.78418970108032,1,0,0.735225021839142,0,0,0,-0.6357014
1973,1,645,666,0,0,1,0,0,0.00270999991334975,0.0040799998678267,0.00270999991334975,0.0040799998678267,0.719332993030548,10.9075,-0.046424925327301,6.30078601837158,0,0,0.730495989322662,2,4,8,-0.6357014
1973,0,790,220,1,0,0,0,0,-0.000300799991237,-0.000222799993935041,0.000300799991237,0.000222799993935041,0.0258083567023277,10.9075,0.00655239820480347,8.41205501556396,0,0,0.692671000957489,29,841,24389,-0.6357014
1973,1,652,666,1,1,1,0,0,0.00393000012263656,0,0.00393000012263656,0,0.868751704692841,10.9075,-0.000719547271728516,4.89784002304077,1,0,0.735225021839142,0,0,0,-0.6357014
1973,1,651,666,0,1,1,0,0,0.00263000000268221,-0.00416299980133772,0.00263000000268221,0.00416299980133772,0.231910660862923,10.9075,0.00647816061973572,5.57594919204712,1,0,0.730495989322662,0,0,0,-0.6357014
1973,1,670,666,0,0,1,0,0,0.00249999994412065,0,0.00249999994412065,0,0.780274987220764,10.9075,-0.0273090600967407,6.75576877593994,0,0,0.735225021839142,5,25,125,-0.6357014
1974,1,640,352,1,0,1,0,1,0.000765000004321337,0.0013899999903515,0.000765000004321337,0.0013899999903515,0.0112540191039443,15.1725,0.0519685298204422,5.8021183013916,1,1,0.794871985912323,6,36,216,2.152537244
1974,0,710,2,1,0,0,0,0,-0.00519700022414327,-0.00849299971014261,0.00519700022414327,0.00849299971014261,0.575305283069611,15.1725,-0.0155791044235229,8.84361553192139,0,0,0.342656999826431,1,1,1,2.152537244
1974,0,365,710,1,1,1,0,0,0.00115000002551824,0.00559000018984079,0.00115000002551824,0.00559000018984079,0.703855216503143,15.1725,-8.52346420288086e-05,8.18896675109863,1,0,0.841491997241974,0,0,0,2.152537244
1974,0,2,265,1,0,0,0,1,0.000730000028852373,0.00206999992951751,0.000730000028852373,0.00206999992951751,0.0420593172311783,15.1725,-0.00526182353496552,8.33615112304688,0,0,0.282050997018814,11,121,1331,2.152537244
1975,1,816,811,1,1,0,0,0,0,0.00509000010788441,0,0.00509000010788441,0.248362600803375,14.6025,0.0300530269742012,6.49072360992432,1,0,0.97333300113678,0,0,0,0.553856
1975,0,560,200,1,0,0,0,0,-0.00539000006392598,-0.00405099987983704,0.00539000006392598,0.00405099987983704,0.160693764686584,14.6025,-0.0148642659187317,8.70184516906738,0,0,0.74666702747345,55,3025,166375,0.553856
1975,0,812,816,1,1,0,0,0,0,0,0,0,0.147308558225632,14.6025,-0.00162369012832642,5.70378255844116,1,0,0.97333300113678,1,1,1,0.553856
1976,0,620,365,1,0,0,0,0,-0.000226100004510954,-0.000365599989891052,0.000226100004510954,0.000365599989891052,0.00250344397500157,14.2275,-0.000198841094970703,7.58528089523315,0,0,0.59381902217865,25,625,15625,0.768736478
1976,0,305,325,1,1,0,0,1,0.00258999993093312,-0.000977699994109571,0.00258999993093312,0.000977699994109571,0.170942172408104,14.2275,0.0106797814369202,6.16120719909668,1,1,0.788079023361206,15,225,3375,0.768736478
1976,0,800,812,1,1,1,0,0,0,0,0,0,0.181036248803139,14.2275,0.0530321300029755,5.77765226364136,1,0,0.947019994258881,0,0,0,0.768736478
1976,0,710,51,1,0,0,0,0,1.08000003820052e-05,1.61999996635132e-05,1.08000003820052e-05,1.61999996635132e-05,0.00172202766407281,14.2275,-0.000270509568508714,9.03037643432617,0,0,0.646799027919769,14,196,2744,0.768736478
1977,1,40,520,0,0,0,0,0,0.00331000005826354,0.00649000005796552,0.00331000005826354,0.00649000005796552,0.111752085387707,12.1925,0.153594374656677,9.05028915405273,0,0,0.736841976642609,17,289,4913,-0.702228271
1977,0,439,220,1,0,0,0,0,-0.000305099994875491,-0.000222500006202608,0.000305099994875491,0.000222500006202608,0.0106996903195977,12.1925,0.00137984752655029,7.83755445480347,0,0,0.679825007915497,17,289,4913,-0.702228271
1977,0,365,433,1,0,0,0,0,5.23999988217838e-05,1.94000003830297e-05,5.23999988217838e-05,1.94000003830297e-05,0.00255539547652006,12.1925,-0.000114455819129944,8.30696582794189,0,0,0.771929979324341,17,289,4913,-0.702228271
1977,1,520,530,1,1,1,1,0,-0.00430899998173118,-0.0139800002798438,0.00430899998173118,0.0139800002798438,0.152990460395813,12.1925,0.0651625990867615,6.54534959793091,1,0,0.723684012889862,0,0,0,-0.702228271
1977,0,220,290,1,0,0,0,1,0.00583000015467405,0.0095600001513958,0.00583000015467405,0.0095600001513958,0.549420535564423,12.1925,-0.0020470917224884,6.74523639678955,0,0,0.653509020805359,15,225,3375,-0.702228271
1977,0,101,100,1,1,0,1,1,-0.000777099980041385,0.00633999984711409,0.000777099980041385,0.00633999984711409,0.791209578514099,12.1925,-0.0378893911838531,6.45990467071533,1,1,1,74,5476,405224,-0.702228271
1978,0,365,775,1,0,0,0,0,0.000226999996812083,0.000302000000374392,0.000226999996812083,0.000302000000374392,0.0169005393981934,12.0275,0.000843696296215057,8.30844593048096,0,0,0.818181991577148,30,900,27000,-0.199965894
1978,1,710,816,1,1,0,0,0,0.00168999994639307,0.00242000003345311,0.00168999994639307,0.00242000003345311,0.0427617989480495,12.0275,0.00307433307170868,7.2772479057312,1,0,0.948051989078522,2,4,8,-0.199965894
1978,0,811,710,1,0,0,0,0,-0.000254899990977719,-0.000714400026481599,0.000254899990977719,0.000714400026481599,0.00935654435306787,12.0275,0.0185578465461731,7.64252424240112,0,0,0.952381014823914,6,36,216,-0.199965894
1978,0,475,2,1,0,0,0,0,-0.00145099998917431,-0.00239500007592142,0.00145099998917431,0.00239500007592142,0.0285532176494598,12.0275,0.00364923477172852,8.61522674560547,0,0,0.259739995002747,18,324,5832,-0.199965894
1978,0,200,165,1,0,0,0,1,0.000441000011051074,0.00109999999403954,0.000441000011051074,0.00109999999403954,0.0206396300345659,12.0275,0.0109264384955168,8.83491897583008,0,0,0.497835010290146,38,1444,54872,-0.199965894
1978,0,2,670,1,0,0,0,1,0.00138000003062189,0.0030900000128895,0.00138000003062189,0.0030900000128895,0.0112124998122454,12.0275,-0.00752069056034088,8.81685352325439,0,0,0.155844002962112,51,2601,132651,-0.199965894
1978,1,500,510,1,1,0,1,0,-0.00187599996570498,0,0.00187599996570498,0,0.728342533111572,12.0275,0.0423262119293213,6.51471281051636,1,0,0.922078013420105,0,0,0,-0.199965894
1979,0,230,220,1,1,0,0,1,-0.0059620002284646,-0.00234699994325638,0.0059620002284646,0.00234699994325638,0.411466330289841,11.3475,0.048153281211853,6.48616075515747,1,1,0.794871985912323,35,1225,42875,1.205743244
1979,0,652,710,1,0,0,0,0,-0.000805000017862767,-0.00198800000362098,0.000805000017862767,0.00198800000362098,0.0158528070896864,11.3475,-0.000724315643310547,8.36892509460449,0,0,0.722221970558167,18,324,5832,1.205743244
1979,0,710,482,1,0,0,0,0,2.3299999156734e-05,8.74000033945777e-06,2.3299999156734e-05,8.74000033945777e-06,0.00106697797309607,11.3475,3.86422616429627e-05,8.77059459686279,0,0,0.944444000720978,19,361,6859,1.205743244
1979,0,200,490,1,0,0,0,1,0.00328999990597367,0.000811000005342066,0.00328999990597367,0.000811000005342066,0.0685682520270348,11.3475,0.0332582071423531,8.28601741790771,0,0,0.743589997291565,19,361,6859,1.205743244
1979,1,620,510,0,0,0,0,0,-0.0172899998724461,0,0.0172899998724461,0,0.618849039077759,11.3475,0.174059957265854,8.08240222930908,0,0,0.692308008670807,6,36,216,1.205743244
1979,0,436,483,1,1,0,1,0,0,0.0167999994009733,0,0.0167999994009733,0.931262612342834,11.3475,-0.193077027797699,6.77650690078735,1,0,0.824786007404327,19,361,6859,1.205743244
1980,0,365,663,1,0,0,0,0,0.000130999993416481,0.00017699999443721,0.000130999993416481,0.00017699999443721,0.00465446710586548,11.9275,-0.000127052888274193,7.40731763839722,0,0,0.628205001354218,9,81,729,2.961151771
1980,0,2,910,1,0,0,0,1,6.50000001769513e-05,0,6.50000001769513e-05,0,0.00117619871161878,11.9275,-9.1231195256114e-06,9.11018848419189,0,1,0.39316201210022,5,25,125,2.961151771
1980,0,572,2,1,0,0,0,0,-1.67800008057384e-05,-3.54900003003422e-05,1.67800008057384e-05,3.54900003003422e-05,0.00017021615349222,11.9275,-7.56978988647461e-05,9.02159786224365,0,0,0.39316201210022,12,144,1728,2.961151771
1980,0,433,432,1,1,0,1,0,-0.00211800006218255,-0.00498099997639656,0.00211800006218255,0.00498099997639656,0.777070879936218,11.9275,-0.151189059019089,6.47543287277222,1,0,0.991452991962433,20,400,8000,2.961151771
1980,1,645,630,1,1,1,0,0,0,0,0,0,0.410174578428268,11.9275,-0.00999388098716736,6.06842565536499,1,0,0.752137005329132,0,0,0,2.961151771
1980,0,265,315,1,1,0,1,0,-0.00186399999074638,-0.0107599999755621,0.00186399999074638,0.0107599999755621,0.869210064411163,11.9275,0.0131610333919525,5.16478586196899,1,0,0.957265019416809,11,121,1331,2.961151771
1980,0,450,365,1,0,0,0,0,-2.87200000457233e-05,-4.89400008518714e-06,2.87200000457233e-05,4.89400008518714e-06,0.000757915782742202,11.9275,0.00014185905456543,8.37101078033447,0,0,0.688033998012543,60,3600,216000,2.961151771
1980,0,812,220,1,0,0,0,0,0,0,0,0,0.0268936082720757,11.9275,0.0109915137290955,8.65608501434326,0,0,0.782051026821136,27,729,19683,2.961151771
1981,0,2,553,1,0,0,0,1,8.3200000517536e-05,4.09999993280508e-05,8.3200000517536e-05,4.09999993280508e-05,0.00154683156870306,13.0125,3.68541805073619e-06,8.97992038726807,0,0,0.379455000162125,17,289,4913,4.848554882
1981,0,200,461,1,0,0,0,1,0.00028599999495782,0.000180999995791353,0.00028599999495782,0.000180999995791353,0.0050756148993969,13.0125,-0.000582707580178976,8.05134105682373,0,0,0.597483992576599,21,441,9261,4.848554882
1981,0,315,260,1,1,0,0,0,0,0.00374000007286668,0,0.00374000007286668,0.274321556091309,13.0125,-0.0135810375213623,5.79301357269287,1,0,0.71069198846817,17,289,4913,4.848554882
1981,0,451,200,1,0,0,0,0,-0.000244800001382828,-5.58899992029183e-05,0.000244800001382828,5.58899992029183e-05,0.00683532422408462,13.0125,-0.000202298164367676,8.02845478057861,0,0,0.597483992576599,20,400,8000,4.848554882
1982,0,483,365,1,0,0,0,0,-1.90899991139304e-05,-1.47099999594502e-05,1.90899991139304e-05,1.47099999594502e-05,0.00140661955811083,11.7425,-7.18235969543457e-05,8.08702564239502,0,0,0.807128012180328,22,484,10648,4.048277922
1982,0,290,710,1,0,0,0,0,-0.000370499998098239,-0.00213899998925626,0.000370499998098239,0.00213899998925626,0.124854408204556,11.7425,0.00857585668563843,8.36985301971436,0,0,0.886792004108429,37,1369,50653,4.048277922
1982,0,220,471,1,0,0,0,1,0.000559000007342547,0.000163999997312203,0.000559000007342547,0.000163999997312203,0.0205445624887943,11.7425,0.0313659906387329,8.05801105499268,0,0,0.773585021495819,22,484,10648,4.048277922
1982,0,2,230,1,0,0,1,1,0.00227000005543232,0.00170000002253801,0.00227000005543232,0.00170000002253801,0.0636247992515564,11.7425,0.00929694250226021,8.23932933807373,0,1,0.580712974071503,37,1369,50653,4.048277922
1982,1,160,200,1,0,0,0,0,-0.0050760000012815,-0.00273000006563962,0.0050760000012815,0.00273000006563962,0.243999719619751,11.7425,0.036996066570282,8.84347057342529,0,0,0.446541011333466,5,25,125,4.048277922
1982,1,666,652,1,1,1,0,1,0,0.00286999996751547,0,0.00286999996751547,0.875809490680695,11.7425,0.0620295107364655,4.89784002304077,1,0,0.756812989711761,0,0,0,4.048277922
1982,0,710,52,1,0,0,0,0,1.06999996205559e-05,1.54000008478761e-05,1.06999996205559e-05,1.54000008478761e-05,0.00137383223045617,11.7425,-0.000442495016613975,9.0991849899292,0,0,0.597483992576599,20,400,8000,4.048277922
1982,0,260,211,1,1,0,1,1,0,0,0,0,0.188211262226105,11.7425,-0.0115002393722534,4.79579067230225,1,1,1,27,729,19683,4.048277922
1982,0,385,710,1,0,0,0,1,0.000218000001041219,-0.000294299999950454,0.000218000001041219,0.000294299999950454,0.0147936251014471,11.7425,0.000391006469726562,8.38183116912842,0,0,0.773585021495819,37,1369,50653,4.048277922
1983,0,481,2,1,0,0,0,0,-3.19799983117264e-05,-3.25500004692003e-05,3.19799983117264e-05,3.25500004692003e-05,0.000510037702042609,10.25,-3.814697265625e-05,8.70250988006592,0,0,0.383332997560501,23,529,12167,3.224560685
1983,0,437,432,1,1,0,1,0,-0.00435699988156557,-0.0018870000494644,0.00435699988156557,0.0018870000494644,0.782883167266846,10.25,-0.0216657221317291,6.09582471847534,1,0,1,23,529,12167,3.224560685
1983,0,510,553,1,1,0,1,0,-0.00220700004138052,-0.00617100019007921,0.00220700004138052,0.00617100019007921,0.283880531787872,10.25,0.0658017322421074,6.4329400062561,1,0,0.9375,19,361,6859,3.224560685
1983,0,220,385,1,0,0,1,1,0,0.000984000042080879,0,0.000984000042080879,0.072452187538147,10.25,0.00221522152423859,6.72623348236084,0,1,0.987500011920929,38,1444,54872,3.224560685
1984,0,439,710,1,0,0,0,0,-4.08099986088928e-05,-5.61400011065416e-05,4.08099986088928e-05,5.61400011065416e-05,0.00251248525455594,10.1725,0.000117123126983643,8.86432266235352,0,0,0.776398003101349,24,576,13824,3.995910189
1984,0,365,57,1,0,0,0,0,-2.7789999990091e-07,4.05000008640855e-07,2.7789999990091e-07,4.05000008640855e-07,2.65460948867258e-05,10.1725,NA,8.6678524017334,0,NA,0.449274986982346,5,25,125,3.995910189
1984,0,200,435,1,0,0,0,1,0.000349000009009615,0.000571999989915639,0.000349000009009615,0.000571999989915639,0.00446431245654821,10.1725,-0.0151484832167625,7.81075811386108,0,0,0.523810029029846,24,576,13824,3.995910189
1984,0,615,432,1,1,0,1,0,-0.00242700008675456,-0.001587999984622,0.00242700008675456,0.001587999984622,0.170338496565819,10.1725,-0.0070800743997097,7.4972071647644,1,0,0.585920989513397,22,484,10648,3.995910189
1985,0,710,830,1,0,0,0,0,0.000249000004259869,0.000958000018727034,0.000249000004259869,0.000958000018727034,0.00821323972195387,10.09,0.00120243616402149,7.93272113800049,0,0,0.962732970714569,20,400,8000,4.181133297
1985,0,811,800,1,1,1,0,0,0.0116999996826053,0.0208000000566244,0.0116999996826053,0.0208000000566244,0.242999389767647,10.09,-0.0944353342056274,5.81114101409912,1,NA,0.975154995918274,0,0,0,4.181133297
1985,0,220,770,1,0,0,0,1,0,0.00343000004068017,0,0.00343000004068017,0.425667494535446,10.09,-0.035178005695343,8.2122974395752,0,0,0.776398003101349,38,1444,54872,4.181133297
1985,0,481,411,1,1,0,1,0,0,-0.0121299996972084,0,0.0121299996972084,0.501764297485352,10.09,0.2371706366539,5.46383190155029,1,0,0.962732970714569,12,144,1728,4.181133297
1985,0,680,220,1,0,0,0,0,-0.000656799995340407,-0.00145700003486127,0.000656799995340407,0.00145700003486127,0.0124850999563932,10.09,0.00542992353439331,8.15536212921143,0,0,0.536231994628906,18,324,5832,4.181133297
1986,0,2,110,1,0,0,1,1,2.76999999186955e-05,4.80999988212716e-05,2.76999999186955e-05,4.80999988212716e-05,0.0005567119223997,9.4625,0.00135180249344558,7.82923269271851,0,0,0.362318992614746,20,400,8000,5.346133297
1986,0,800,365,1,0,0,0,0,-0.00037630001315847,-0.000303899985738099,0.00037630001315847,0.000303899985738099,0.0258063357323408,9.4625,-0.000239074230194092,8.38822269439697,0,0,0.821946024894714,23,529,12167,5.346133297
1986,0,365,438,1,0,0,0,0,-1.24400003187475e-05,1.41000000439817e-05,1.24400003187475e-05,1.41000000439817e-05,0.00175481103360653,9.4625,-0.000585086410865188,8.34877490997314,0,0,0.635610997676849,28,784,21952,5.346133297
1986,0,660,2,1,0,0,0,0,0,-8.74199977261014e-05,0,8.74199977261014e-05,0.0027920447755605,9.4625,-0.00375711917877197,8.66871166229248,0,0,0.151139006018639,40,1600,64000,5.346133297
1986,0,220,235,1,0,0,1,1,-0.00227000005543232,-0.00670500006526709,0.00227000005543232,0.00670500006526709,0.100106470286846,9.4625,-0.0153368562459946,6.80682945251465,0,1,0.987577974796295,42,1764,74088,5.346133297
1986,0,790,200,1,0,0,0,0,-0.000833800004329532,-0.00038819998735562,0.000833800004329532,0.00038819998735562,0.0284579750150442,9.4625,-0.00472396612167358,8.42507743835449,0,0,0.788820028305054,66,4356,287496,5.346133297
1986,0,385,365,1,1,1,0,1,0.000132000001030974,-5.17100015713368e-05,0.000132000001030974,5.17100015713368e-05,0.00988262984901667,9.4625,-0.000160753726959229,6.92951679229736,1,0,0.635610997676849,2,4,8,5.346133297
1986,0,51,200,1,0,0,0,1,-0.000124300000607036,0,0.000124300000607036,0,0.00791806913912296,9.4625,-0.000176608562469482,8.45254802703857,0,1,0.440993994474411,24,576,13824,5.346133297
1986,0,490,500,1,1,0,1,0,0.00127000000793487,0.0121999997645617,0.00127000000793487,0.0121999997645617,0.300578653812408,9.4625,-0.244801804423332,7.11963558197021,1,0,0.950311005115509,8,64,512,5.346133297
1986,1,710,816,1,1,0,0,0,0.00338999996893108,0.0093599995598197,0.00338999996893108,0.0093599995598197,0.0677910447120667,9.4625,0.0221834480762482,7.2772479057312,1,0,0.958591997623444,0,0,0,5.346133297
1987,0,552,710,1,0,0,0,0,-0.000275400001555681,-0.000828100019134581,0.000275400001555681,0.000828100019134581,0.00720235984772444,9.315,0.00226223468780518,8.82025623321533,0,0,0.962732970714569,22,484,10648,4.98196663
1987,0,516,490,1,1,0,1,0,-0.000963300000876188,-0.00936499983072281,0.000963300000876188,0.00936499983072281,0.0885604023933411,9.315,0.0564082264900208,6.87935590744019,1,0,1,25,625,15625,4.98196663
1987,0,200,830,1,0,0,0,1,0.00164000003132969,0.00301999994553626,0.00164000003132969,0.00301999994553626,0.0422969907522202,9.315,0.00299784541130066,8.81759357452393,0,0,0.788820028305054,22,484,10648,4.98196663
1987,0,710,670,1,0,0,0,0,0.00329999998211861,0.00929000042378902,0.00329999998211861,0.00929000042378902,0.0392181575298309,9.315,-0.0131467878818512,8.31923007965088,0,0,0.751552999019623,60,3600,216000,4.98196663
1987,0,615,2,1,0,0,0,0,-0.000610099988989532,-0.000829799973871559,0.000610099988989532,0.000829799973871559,0.0150242215022445,9.315,0.00328493118286133,8.34877490997314,0,0,0.163561001420021,25,625,15625,4.98196663
1987,0,710,780,1,0,0,0,0,0.000146999998833053,0.000388999993447214,0.000146999998833053,0.000388999993447214,0.00807430688291788,9.315,0.000523039139807224,8.0746488571167,0,0,0.962732970714569,39,1521,59319,4.98196663
1988,0,771,710,1,0,0,0,0,-0.000994400004856288,-0.00177400000393391,0.000994400004856288,0.00177400000393391,0.0425402745604515,9.12,0.00273501873016357,7.54009008407593,0,0,0.954451024532318,17,289,4913,5.58696663
1988,0,225,365,1,0,0,0,1,0,-0.000123799996799789,0,0.000123799996799789,0.00986077170819044,9.12,5.2034854888916e-05,7.26122522354126,0,0,0.821946024894714,175,30625,5359375,5.58696663
1988,0,590,200,1,0,0,0,1,0,-3.86500005333801e-06,0,3.86500005333801e-06,0.0027856717351824,9.12,-7.98702239990234e-05,8.70830917358398,0,1,0.788820028305054,20,400,8000,5.58696663
1989,0,200,552,1,0,0,0,1,0.000820000015664846,0.0021100000012666,0.000820000015664846,0.0021100000012666,0.0345702841877937,9.2625,0.0207838788628578,8.54714012145996,0,0,0.788820028305054,22,484,10648,6.00196663
1989,0,501,530,1,1,0,1,0,0.00744999991729856,0.00594000006094575,0.00744999991729856,0.00594000006094575,0.365459710359573,9.2625,0.0322712063789368,6.57786130905151,1,0,0.987577974796295,26,676,17576,6.00196663
1989,0,2,940,1,0,0,0,1,0,0,0,0,6.75849587423727e-05,9.2625,3.0849199106342e-07,9.03574848175049,0,1,0.374740988016129,11,121,1331,6.00196663
1989,0,694,220,1,0,0,0,0,-0.00205300003290176,0,0.00205300003290176,0,0.0237738266587257,9.2625,-0.00202423334121704,8.0372200012207,0,0,0.552794992923737,18,324,5832,6.00196663
1989,0,160,140,1,1,0,1,1,0.00509000010788441,0.0058699999935925,0.00509000010788441,0.0058699999935925,0.362497627735138,9.2625,0.00782108306884766,7.28756046295166,1,1,1,5,25,125,6.00196663
1989,0,910,850,1,1,0,0,1,-0.000524799979757518,0.000180999995791353,0.000524799979757518,0.000180999995791353,0.0164528116583824,9.2625,-0.00323969125747681,7.92804574966431,1,0,0.975154995918274,0,0,0,6.00196663
1990,1,670,645,0,1,0,1,0,0,0.0118000004440546,0,0.0118000004440546,0.723535656929016,10.8775,-0.117733716964722,6.42810535430908,1,0,0.995959997177124,16,256,4096,6.813633297
1990,1,200,645,0,0,1,0,1,0.0113000003620982,0.0244999993592501,0.0113000003620982,0.0244999993592501,0.232442229986191,10.8775,-0.0309166014194489,7.84109973907471,0,0,0.507071018218994,1,1,1,6.813633297
1990,0,760,710,1,1,0,0,0,-1.19300002552336e-05,-3.51499984390102e-05,1.19300002552336e-05,3.51499984390102e-05,0.000709152314811945,10.8775,0.000128507614135742,7.47022390365601,1,0,0.963635981082916,19,361,6859,6.813633297
1990,1,325,645,0,0,0,0,1,0.0137000000104308,0.0283000003546476,0.0137000000104308,0.0283000003546476,0.304076611995697,10.8775,-0.0230415463447571,7.51370906829834,0,0,0.507071018218994,4,16,64,6.813633297
1990,1,20,645,0,0,0,0,1,0.0157999992370605,0.0274000000208616,0.0157999992370605,0.0274000000208616,0.450540214776993,10.8775,-0.0294538140296936,8.67214393615723,0,0,0.143434002995491,58,3364,195112,6.813633297
1990,1,220,645,0,0,0,0,1,0.0151000004261732,0.0252999998629093,0.0151000004261732,0.0252999998629093,0.282589554786682,10.8775,-0.0367742478847504,7.78364038467407,0,0,0.494949012994766,46,2116,97336,6.813633297
1990,1,2,645,0,0,0,0,1,0.00234999996609986,0.0059000002220273,0.00234999996609986,0.0059000002220273,0.0362398959696293,10.8775,-0.000296011567115784,8.73214340209961,0,0,0.103030003607273,1,1,1,6.813633297
1990,1,651,645,0,0,0,1,0,0.0171000007539988,0.0310999993234873,0.0171000007539988,0.0310999993234873,0.665558397769928,10.8775,-0.027459442615509,6.69084215164185,0,0,0.995959997177124,27,729,19683,6.813633297
1990,1,645,690,1,1,1,1,0,0,-0.00526299979537725,0,0.00526299979537725,0.142624258995056,10.8775,NA,5.84932470321655,1,NA,0.995959997177124,4,16,64,6.813633297
1990,1,652,645,0,1,0,1,0,0.00761999981477857,0.015599999576807,0.00761999981477857,0.015599999576807,0.608915090560913,10.8775,-0.0599591135978699,6.14632940292358,1,0,1,2,4,8,6.813633297
1990,0,200,694,1,0,0,0,1,0.00101999996695668,0,0.00101999996695668,0,0.0188494753092527,10.8775,0.027145229279995,8.08394527435303,0,0,0.503030002117157,19,361,6859,6.813633297
1991,0,920,200,1,0,0,0,1,-0.00150500005111098,0,0.00150500005111098,0,0.0325199440121651,9.9875,0.00139075517654419,9.367600440979,0,1,0.762712001800537,71,5041,357911,5.816133297
1991,0,220,713,1,0,0,0,1,0.0052000000141561,0,0.0052000000141561,0,0.336055338382721,9.9875,-0.0159947574138641,8.72712993621826,0,0,0.751411974430084,42,1764,74088,5.816133297
1991,0,630,365,1,0,0,0,0,-0.000759900023695081,-0.00209799990989268,0.000759900023695081,0.00209799990989268,0.0554719492793083,9.9875,0.00598853826522827,7.33563375473022,1,0,0.743879020214081,3,9,27,5.816133297
1991,0,200,345,1,0,0,1,1,-0.0053170002065599,-0.0053170002065599,0.0053170002065599,0.0053170002065599,0.210924088954926,9.9875,3.16500663757324e-05,6.95749759674072,0,0,0.762712001800537,44,1936,85184,5.816133297
1992,0,60,365,1,0,0,0,1,-3.59799997795562e-07,0,3.59799997795562e-07,0,1.2423701264197e-05,9.1625,0,8.6358642578125,0,NA,0.609575986862183,9,81,729,5.97446663
1992,0,345,200,1,0,0,0,0,0,0.00651999982073903,0,0.00651999982073903,0.212934851646423,9.1625,-0.01895672082901,6.95749759674072,0,0,0.81215500831604,45,2025,91125,5.97446663
1992,0,200,349,1,0,0,0,1,NA,NA,NA,NA,0.0206843055784702,9.1625,NA,6.63725805282593,0,1,0.80110502243042,0,0,0,5.97446663
1992,0,712,365,1,1,0,1,0,0,0,0,0,0.00251115253195167,9.1625,0.00386714935302734,7.96658658981323,1,1,0.974216997623444,71,5041,357911,5.97446663
